"","source","dim","field","water","famly","species","type","prey_cellularity","vert","major_grouping_prey_1","major_grouping_prey_2","prey","prey_species","prey_type","data_type","replace_prey","starvation_time","temp","interference","preds_per_arena","arena_2d","arena_3d","pred_mass","pred_mass_source_code","pred_mass_reg_code","prey_mass","prey_mass_source_code","prey_mass_reg_code","a_units","mean_r2_of_fits","a","a_low","a_hi","h","h_low","h_hi","n_boots","notes_1","notes_2","alien","aspect_ratio","log_arena","log_pred","log_prey","log_a","log_h","log_se_a","log_se_h","duration","duration_notes","units","locale","country","country_notes","probable_duration","duration_sec","log_duration"
"149","Murray et al 2013 ETHOLOGY",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",">1 year old","Non living food","Non living food","Non living food",NA,"fish-meal-based pellets",NA,"pellets","Mean","N",24,18,NA,"3",NA,20000,20500,"Original species mass",NA,4.1,"75 pellets approx. 1.5% pred mass",NA,"m^3 per pred per day",0.51,75.7,28.6,252,5.56e-06,6.69e-07,1.04e-05,200,"pellets not prey",NA,"Y",1.472685,9.90348755253613,9.9281801651265,1.41098697371026,4.3267781604434,-12.0999124497018,3.15912582046243,-12.921260956967,1,NA,"nps","UK","UK",NA,NA,60,4.0943445622221
"150","Murdoch et al 1975 ECOLOGY",3,NA,"Fresh","Cyprinodontiformes","Poecilia reticulata",NA,"Metazoan","Invertebrate","Insect","Diptera","flies","Drosophila spp.","Appendages and wings removed","Mean","Y",NA,NA,NA,"1",NA,75000,105,"Average species mass",NA,1.02,"Alternate species mass",NA,"m^3 per pred per day",0.56,27.5,25.8,28.9,2.37e-11,2.34e-11,2.39e-11,200,NA,NA,"Y",0.824471,11.2252433925184,4.65396035015752,0.0198026272961797,3.31418600467253,-24.4655460677875,-0.162518929497775,-29.5281411008144,1,"occasionally 1h","n","California","USA",NA,NA,60,4.0943445622221
"151","Murdoch et al 1975 ECOLOGY",3,NA,"Fresh","Cyprinodontiformes","Poecilia reticulata",NA,"Metazoan","Invertebrate","Annelid",NA,"tubificid worm","Tubifex spp.",NA,"Mean","Y",NA,NA,NA,"1",NA,75000,105,"Average species mass",NA,NA,NA,NA,"m^3 per pred per day",0.71,42.5,40.5,44.5,2.38e-11,2.37e-11,2.41e-11,200,NA,NA,"Y",0.824471,11.2252433925184,4.65396035015752,NA,3.74950407593037,-24.4613355352511,0,-30.6267533894825,1,"occasionally 1h","n","California","USA",NA,NA,60,4.0943445622221
"152","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Alburnus chalcoides",NA,"Metazoan","Invertebrate","Crustacean","Copepod","Cyclops","Cyclops spp.","ovigerous","Mean","N",24,20,NA,"1",NA,20000,5200,"Original species length","Species",0.0965,"Original species length","Order","m^3 per pred per day",0.91,37.4,33.2,42.1,9.82e-06,6.52e-06,1.26e-05,200,NA,NA,"N",2.01554,9.90348755253613,8.55641390456952,-2.3382122706372,3.62167070442049,-11.5310894355979,0.741937344729376,-13.3147352700518,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"153","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Alburnus chalcoides",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia hyalina","ovigerous","Mean","N",24,20,NA,"1",NA,20000,5200,"Original species length","Species",0.481,"Original species length","Order","m^3 per pred per day",0.89,135,127,143,1.12e-05,1.07e-05,1.17e-05,200,NA,NA,"N",2.01554,9.90348755253613,8.55641390456952,-0.731888008876376,4.90527477843843,-11.3995967796632,1.38629436111989,-15.2018049190842,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"154","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Alburnus chalcoides",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,NA,"1",NA,20000,5200,"Original species length","Species",0.213,"Original species length","Order","m^3 per pred per day",0.88,127,121,133,1.03e-05,9.76e-06,1.08e-05,200,NA,NA,"N",2.01554,9.90348755253613,8.55641390456952,-1.54646311327271,4.84418708645859,-11.4833666627287,1.09861228866811,-15.124843877948,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"155","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Alburnus chalcoides",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Water flea","Leptodora kindtii","ovigerous","Mean","N",24,20,NA,"1",NA,20000,5200,"Original species length","Species",0.824,"Original species length","Order","m^3 per pred per day",0.78,55,45.7,67.6,2.91e-05,2.32e-05,3.53e-05,200,NA,NA,"N",2.01554,9.90348755253613,8.55641390456952,-0.193584749072665,4.00733318523247,-10.4447723837868,1.53686721959926,-12.7337053876125,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"156","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Vimba vimba",NA,"Metazoan","Invertebrate","Crustacean","Copepod","Cyclops","Cyclops spp.","ovigerous","Mean","N",24,20,NA,"1",NA,20000,6290,"Original species length","Species",0.0965,"Original species length","Order","m^3 per pred per day",0.77,27.2,20.5,35.5,4.36e-05,2.8e-05,5.98e-05,200,NA,NA,"Y",1.27913,9.90348755253613,8.74671634969449,-2.3382122706372,3.30321697330195,-10.0404534076093,1.20896034583697,-11.7613868242687,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"157","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Vimba vimba",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,NA,"1",NA,20000,6290,"Original species length","Species",0.213,"Original species length","Order","m^3 per pred per day",0.84,80.9,71.3,99,2.03e-05,1.76e-05,2.4e-05,200,NA,NA,"Y",1.27913,9.90348755253613,8.74671634969449,-1.54646311327271,4.39321382406445,-10.8048896719165,1.56861591791385,-13.5154059655139,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"158","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Vimba vimba",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Water flea","Leptodora kindtii","ovigerous","Mean","N",24,20,NA,"1",NA,20000,6290,"Original species length","Species",0.824,"Original species length","Order","m^3 per pred per day",0.72,37.1,27.6,48.7,4.35e-05,2.77e-05,5.69e-05,200,NA,NA,"Y",1.27913,9.90348755253613,8.74671634969449,-0.193584749072665,3.61361696961339,-10.0427496198696,1.55814461804655,-11.7486477984913,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"159","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Abramis brama",NA,"Metazoan","Invertebrate","Crustacean","Copepod","Cyclops","Cyclops spp.","ovigerous","Mean","N",24,20,NA,"1",NA,20000,8590,"Original species length","Species",0.0965,"Original species length","Order","m^3 per pred per day",0.7,16.7,12.7,21.9,3.05e-05,1.18e-05,5.29e-05,200,NA,NA,"Y",1.7346225,9.90348755253613,9.0583540149783,-2.3382122706372,2.81540871942271,-10.3977838743509,0.693147180559945,-11.5801342146637,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"160","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Abramis brama",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,NA,"1",NA,20000,8590,"Original species length","Species",0.213,"Original species length","Order","m^3 per pred per day",0.81,68.4,59.8,83.2,2.33e-05,2.03e-05,2.61e-05,200,NA,NA,"Y",1.7346225,9.90348755253613,9.0583540149783,-1.54646311327271,4.22537282462851,-10.6670571973926,1.45861502269952,-13.4100454498561,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"161","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Abramis brama",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Water flea","Leptodora kindtii","ovigerous","Mean","N",24,20,NA,"1",NA,20000,8590,"Original species length","Species",0.824,"Original species length","Order","m^3 per pred per day",0.7,32.9,25.8,42.9,3.81e-05,2.63e-05,5.11e-05,200,NA,NA,"Y",1.7346225,9.90348755253613,9.0583540149783,-0.193584749072665,3.49347265777133,-10.1752962758316,1.26694760348732,-12.0405582070526,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"162","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Crustacean","Copepod","Cyclops","Cyclops spp.","ovigerous","Mean","N",24,20,NA,"1",NA,20000,6990,"Original species length","Species",0.0965,"Original species length","Order","m^3 per pred per day",0.79,31.3,25,39.1,2.98e-05,1.99e-05,4.04e-05,200,NA,NA,"Y",1.472685,9.90348755253613,8.85223583522786,-2.3382122706372,3.44361809754611,-10.4210021644529,1.14740245283754,-12.2161229813837,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"163","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,NA,"1",NA,20000,6990,"Original species length","Species",0.213,"Original species length","Order","m^3 per pred per day",0.76,87.1,73.6,104,2.77e-05,2.43e-05,3.15e-05,200,NA,NA,"Y",1.472685,9.90348755253613,8.85223583522786,-1.54646311327271,4.46705688385846,-10.494078144771,1.90954250488444,-13.2848823069021,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"164","Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES",3,NA,"Fresh","Cypriniformes","Scardinius erythrophthalmus",NA,"Metazoan","Invertebrate","Crustacean","Branchiopod","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,NA,"1",NA,20000,7300,"Original species length","Species",0.213,"Original species length","Order","m^3 per pred per day",0.82,32.2,26.4,41,2.28e-05,1.33e-05,3.25e-05,200,NA,NA,"Y",1.76594,9.90348755253613,8.89562962713648,-1.54646311327271,3.47196645255036,-10.6887500220039,1.06471073699243,-12.2573659399177,1,NA,"n","Austria","Austria",NA,NA,60,4.0943445622221
"165","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","m^3 per pred per day",0.41,129,91.9,209,4.66e-05,4.41e-05,4.97e-05,200,"no cadmium",NA,"Y",1.390005,10.0858091093301,6.33327962813969,0.139761942375159,4.85981240436167,-9.97391001683267,2.92046978905344,-13.5923670066501,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"166","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","m^3 per pred per day",0.59,65.3,51.5,85.3,5.24e-05,4.95e-05,5.58e-05,200,"30 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,0.139761942375159,4.17899203628239,-9.85660396663728,1.93152141160321,-13.4439470015318,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"167","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","m^3 per pred per day",0.77,35.6,29,44.9,4.87e-05,4.54e-05,5.21e-05,200,"60 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,0.139761942375159,3.57234563785798,-9.92983152787573,1.19392246847243,-13.3147352700518,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"168","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","m^3 per pred per day",0.6,66.7,52,87.3,4.63e-05,4.35e-05,4.99e-05,200,"120 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,0.139761942375159,4.20020495292158,-9.98036859687209,1.99470031322475,-13.4790383213431,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"169","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","m^3 per pred per day",0.03,461,212,690,6.59e-05,6.23e-05,7.02e-05,200,"240 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,0.139761942375159,6.13339804299665,-9.62737211645581,4.82430571590476,-13.2277238930622,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"170","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","m^3 per pred per day",0.84,65.1,58.8,71.6,1.93e-05,1.85e-05,2.02e-05,200,"no cadmium",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-1.21739582465808,4.17592454921452,-10.8554054620534,1.14740245283754,-14.7318012898384,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"171","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","m^3 per pred per day",0.95,30.9,26.9,34.4,1.97e-05,1.85e-05,2.09e-05,200,"30 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-1.21739582465808,3.4307561839037,-10.8348919222203,0.693147180559945,-14.3263361817303,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"172","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","m^3 per pred per day",0.83,67.2,60.7,75.7,2.4e-05,2.29e-05,2.53e-05,200,"60 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-1.21739582465808,4.2076732475291,-10.6374567276163,1.17865499634165,-14.4133475587199,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"173","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","m^3 per pred per day",0.91,39,34.9,43.8,2.73e-05,2.61e-05,2.91e-05,200,"120 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-1.21739582465808,3.66356164612965,-10.5086238557734,0.717839793150317,-14.3263361817303,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"174","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","m^3 per pred per day",0.92,43.5,38.1,48.2,2.02e-05,1.91e-05,2.14e-05,200,"240 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-1.21739582465808,3.77276093809464,-10.8098279535571,0.993251773010283,-14.4133475587199,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"175","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","m^3 per pred per day",0.95,36.2,32.1,39.6,1.66e-05,1.57e-05,1.76e-05,200,"no cadmium",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-2.72265635349157,3.58905911883173,-11.0061078626018,0.717839793150317,-14.614018254182,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"176","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","m^3 per pred per day",0.93,29.4,26.8,32.7,2.47e-05,2.35e-05,2.62e-05,200,"30 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-2.72265635349157,3.38099467434464,-10.6087073143303,0.26236426446749,-14.3263361817303,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"177","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","m^3 per pred per day",0.96,15.6,13.8,17.6,2.24e-05,2.1e-05,2.4e-05,200,"60 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-2.72265635349157,2.74727091425549,-10.7064495991033,-0.105360515657827,-14.172185501903,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"178","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","m^3 per pred per day",0.97,14.3,13,16,1.97e-05,1.82e-05,2.14e-05,200,"120 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-2.72265635349157,2.66025953726586,-10.8348919222203,-0.430782916092454,-14.1031926304161,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"179","Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES",3,NA,"Fresh","Perciformes","Lepomis macrochirus","juvenile","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,NA,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","m^3 per pred per day",0.94,23.5,21.4,25.9,2.15e-05,2.02e-05,2.3e-05,200,"240 ?g Cd/L",NA,"Y",1.390005,10.0858091093301,6.33327962813969,-2.72265635349157,3.15700042115011,-10.7474576228307,0.0487901641694327,-14.2462934740567,1,NA,"np30s","Iowa","USA",NA,NA,60,4.0943445622221
"180","Sandheinrich and Atchison 1989 CJFAS",3,NA,"Fresh","Perciformes","Lepomis macrochirus","Adult? A","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex",NA,"Mean","N",18,21.5,NA,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass",NA,"m^3 per pred per day",0.71,12,10.5,13.6,2.01e-05,1.9e-05,2.14e-05,200,"5 ?g Cu/L",NA,"Y",1.390005,11.0020998412042,7.94093976232779,-1.04128722204884,2.484906649788,-10.8147907428992,-0.287682072451781,-14.4133475587199,1,NA,"np30s","Iowa","USA","aquaculture",NA,60,4.0943445622221
"181","Sandheinrich and Atchison 1989 CJFAS",3,NA,"Fresh","Perciformes","Lepomis macrochirus","Adult? A","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex",NA,"Mean","N",18,21.5,NA,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass",NA,"m^3 per pred per day",0.6,4.17,2.91,5.41,3.65e-05,2.98e-05,4.1e-05,200,"31 ?g Cu/L",NA,"Y",1.390005,11.0020998412042,7.94093976232779,-1.04128722204884,1.42791603581071,-10.2181982973758,-0.462035459596559,-12.6065502121273,1,NA,"np30s","Iowa","USA","aquaculture",NA,60,4.0943445622221
"182","Sandheinrich and Atchison 1989 CJFAS",3,NA,"Fresh","Perciformes","Lepomis macrochirus","Adult? A","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex",NA,"Mean","N",18,21.5,NA,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass",NA,"m^3 per pred per day",0.63,7.82,7.22,8.39,2.46e-05,2.31e-05,2.58e-05,200,"180 ?g Cu/L",NA,"Y",1.390005,11.0020998412042,7.94093976232779,-1.04128722204884,2.05668455455722,-10.612764115026,-1.20397280432594,-14.1031926304161,1,NA,"np30s","Iowa","USA","aquaculture",NA,60,4.0943445622221
"183","Sandheinrich and Atchison 1989 CJFAS",3,NA,"Fresh","Perciformes","Lepomis macrochirus","Adult? A","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex",NA,"Mean","N",18,21.5,NA,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass",NA,"m^3 per pred per day",0.31,7.76,6.96,8.9,5.57e-05,5.33e-05,5.88e-05,200,"1710 ?g Cu/L",NA,"Y",1.390005,11.0020998412042,7.94093976232779,-1.04128722204884,2.04898233419513,-9.79553041103104,-0.916290731874155,-13.6331890011703,1,NA,"np30s","Iowa","USA","aquaculture",NA,60,4.0943445622221
"184","Sandheinrich and Atchison 1989 CJFAS",3,NA,"Fresh","Perciformes","Lepomis macrochirus","Adult? B","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia magna",NA,"Mean","N",18,21.5,NA,"1",NA,60000,1620,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.75,65.7,57.5,72.5,1.67e-05,1.58e-05,1.75e-05,200,"5 ?g Cu/L",NA,"Y",1.390005,11.0020998412042,7.39018142822643,-0.0100503358535015,4.18509892549057,-11.0001018385416,1.41098697371026,-14.614018254182,1,NA,"np30s","Iowa","USA","aquaculture",NA,60,4.0943445622221
